Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő
EKR001105322020,BácsKiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,15336062203,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Hemodinamika 10 tender konszig.rak.üzem.12 hónapra,Árubeszerzés,60159650.0,HUF,HU331,2021-04-20,1.0,"24161879243,HU24161879",Dhs Hungary Kft.,33111720-4,Nem,Igen,Igen,2021-04-26,Nem,Nem,Igen,Bácskiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,,Dhs Hungary Kft.,Kft.,-6 days
EKR001105322020,BácsKiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,15336062203,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Hemodinamika 10 tender konszig.rak.üzem.12 hónapra,Árubeszerzés,60159650.0,HUF,HU331,2021-04-20,2.0,"14772423241,HU14772423",Premier G. Med Cardio Kft.,33111720-4,Nem,Igen,Igen,2021-04-26,Nem,Nem,Igen,Bácskiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,,Premier G. Med Cardio Kft.,Kft.,-6 days
EKR001108792020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-957 DE KK részére endoszkópos eszközök besz.,Árubeszerzés,143007873.0,HUF,HU321,2021-03-03,1.0,"28825548242,HU28825548,01-09-375590",Anamed Pro Korlátolt Felelősségű Társaság,33100000-1,Nem,Igen,Igen,2021-03-21,Nem,Nem,Igen,Debreceni Egyetem,,Anamed Pro Kft.,Kft.,-18 days
EKR001114162020,BorsodAbaújZemplén Megyei Központi Kórház És Egyetemi Oktatókórház,15837501205,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Sebészeti vágó koaguláló eszközök beszerzése,Árubeszerzés,86298166.0,HUF,HU311,2021-07-15,1.0,"10495177244,HU10495177",Johnson  Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,33169000-2,Nem,Igen,Nem,2021-07-25,Nem,Nem,Igen,Borsodabaújzemplén Megyei Központi Kórház És Egyetemi Oktatókórház,,Johnson Johnson Egészségügyi És Babaápolási Termékeket Gyártó És Forgalmazó Kft.,Kft.,-10 days
EKR001114162020,BorsodAbaújZemplén Megyei Központi Kórház És Egyetemi Oktatókórház,15837501205,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Sebészeti vágó koaguláló eszközök beszerzése,Árubeszerzés,86298166.0,HUF,HU311,2021-07-15,1.0,"10737956242,HU10737956",Anamed Kft.,33169000-2,Nem,Igen,Igen,2021-07-25,Nem,Nem,Igen,Borsodabaújzemplén Megyei Központi Kórház És Egyetemi Oktatókórház,,Anamed Kft.,Kft.,-10 days
EKR000591382018,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Combino villamosok segédüzemi átalakítójához felúj,Árubeszerzés,52417500.0,HUF,HU11,2019-03-26,2.0,12248885243,Budaker Kereskedelmi Gyártó És Szolgáltató Korlátolt Felelősségű Társaság,31711150-9,Nem,Igen,Nem,2019-04-22,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Budaker Gyártó És Kft.,Kft.,-27 days
EKR001125032020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-962_DE KK és KEK gyógyszerbeszerzés II.,Árubeszerzés,176864423.0,HUF,HU321,2021-04-06,1.0,"10736687241,HU 10736687","Fresenius Kabi Hungary Vegy, Gyógyszeripari És Kereskedelmi Korlátolt Felelősségű Társaság.",33000000-0,Nem,Igen,Igen,2021-04-22,Nem,Nem,Igen,Debreceni Egyetem,,"Fresenius Kabi Hungary Vegy, Gyógyszeripari És Korlátolt Felelősséű Társaságkft",Kft.,-16 days
EKR001125032020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-962_DE KK és KEK gyógyszerbeszerzés II.,Árubeszerzés,176864423.0,HUF,HU321,2021-04-06,1.0,"25061978241,HU25061978",B. Braun Trading Kft.,33000000-0,Nem,Igen,Nem,2021-04-22,Nem,Nem,Igen,Debreceni Egyetem,,B. Braun Trading Kft.,Kft.,-16 days
EKR001125032020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-962_DE KK és KEK gyógyszerbeszerzés II.,Árubeszerzés,176864423.0,HUF,HU321,2021-04-06,4.0,"25567072241,HU25567072",Atlas Pharma Gyógyszernagykereskedelmi Korlátolt Felelősségű Társaság,33000000-0,Nem,Igen,Nem,2021-04-22,Nem,Nem,Igen,Debreceni Egyetem,,Atlas Pharma Gyógyszernagykereskedelmi Kft.,Kft.,-16 days
EKR001125032020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-962_DE KK és KEK gyógyszerbeszerzés II.,Árubeszerzés,176864423.0,HUF,HU321,2021-04-06,4.0,"10318353209,HU10318353",Teva Gyógyszergyár Zártkörűen Működő Részvénytársaság,33000000-0,Nem,Igen,Nem,2021-04-22,Nem,Nem,Igen,Debreceni Egyetem,,Teva Gyógyszergyár Zrt.,Zrt.,-16 days
EKR001126442020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Regionális vagy helyi hatóság,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Transzfúziós és infúziós szerelékek beszerzése,Árubeszerzés,8562044.0,HUF,HU323,2021-09-28,3.0,"10736687241,HU 10736687","Fresenius Kabi Hungary Vegy, Gyógyszeripari És Kereskedelmi Korlátolt Felelősségű Társaság.",33194000-6,Nem,Igen,Igen,2021-10-13,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,"Fresenius Kabi Hungary Vegy, Gyógyszeripari És Korlátolt Felelősséű Társaságkft",Kft.,-15 days
EKR001124172020,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,"Érzékelők, jeladók beszerzése (busz, troli)",Árubeszerzés,18208744.0,HUF,HU11,2021-05-10,3.0,"12515460213,HU12515460",Autóker Gamma JárműalkatrészKereskedelmi Korlátolt Felelősségű Társaság,38548000-8,Nem,Igen,Igen,2021-05-19,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Autóker Gamma Járműalkatrész Kft.,Kft.,-9 days
EKR001125032020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-962_DE KK és KEK gyógyszerbeszerzés II.,Árubeszerzés,176864423.0,HUF,HU321,2021-04-06,2.0,"10736687241,HU 10736687","Fresenius Kabi Hungary Vegy, Gyógyszeripari És Kereskedelmi Korlátolt Felelősségű Társaság.",33000000-0,Nem,Igen,Igen,2021-04-22,Nem,Nem,Igen,Debreceni Egyetem,,"Fresenius Kabi Hungary Vegy, Gyógyszeripari És Korlátolt Felelősséű Társaságkft",Kft.,-16 days
EKR001127162020,BácsKiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,15336062203,U - Egyéb típus:,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),FT-1301/BKMK/2020-Sebészeti fúrómotorok és shaver,Árubeszerzés,38349900.0,HUF,HU331,2021-02-11,2.0,"12259902242,HU12259902",Scanmedic Kereskedelmi És Szolgáltató Kft.,33169000-2,Nem,Igen,Igen,2021-03-22,Nem,Nem,Igen,Bácskiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,,Scanmedic Kft.,Kft.,-39 days
EKR001127162020,BácsKiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,15336062203,U - Egyéb típus:,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),FT-1301/BKMK/2020-Sebészeti fúrómotorok és shaver,Árubeszerzés,38349900.0,HUF,HU331,2021-02-11,1.0,"12259902242,HU12259902",Scanmedic Kereskedelmi És Szolgáltató Kft.,33169000-2,Nem,Igen,Igen,2021-03-22,Igen,Nem,Igen,Bácskiskun Megyei Kórház A Szegedi Tudományegyetem Általános Orvostudományi Kar Oktató Kórháza,,Scanmedic Kft.,Kft.,-39 days
EKR001129812020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Orvosi gázok 2020,Árubeszerzés,73945560.0,HUF,HU323,2021-03-16,1.0,"11300184218,HU11300184",Linde Gáz Magyarország Zártkörűen Működő Részvénytársaság,24111500-0,Nem,Igen,Nem,2021-03-29,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Linde Gáz Magyarország Zrt.,Zrt.,-13 days
EKR001134942020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-963_DE KK és KEK gyógyszerbeszerzés III.,Árubeszerzés,158813300.0,HUF,HU321,2021-04-06,1.0,"10318353209,HU10318353",Teva Gyógyszergyár Zártkörűen Működő Részvénytársaság,33000000-0,Nem,Igen,Nem,2021-04-18,Nem,Nem,Igen,Debreceni Egyetem,,Teva Gyógyszergyár Zrt.,Zrt.,-12 days
EKR001134942020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-963_DE KK és KEK gyógyszerbeszerzés III.,Árubeszerzés,158813300.0,HUF,HU321,2021-04-06,2.0,"25567072241,HU25567072",Atlas Pharma Gyógyszernagykereskedelmi Korlátolt Felelősségű Társaság,33000000-0,Nem,Igen,Nem,2021-04-18,Nem,Nem,Igen,Debreceni Egyetem,,Atlas Pharma Gyógyszernagykereskedelmi Kft.,Kft.,-12 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,2.0,"14153589243,HU14153589",Vascular Venture Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Vascular Venture Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,3.0,"14480780241,HU 14480780",Cook Medical Hungary Kft.,33140000-3,Nem,Igen,Nem,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Cook Medical Hungary Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,4.0,26102690243,Inovia Healthcare Import  Export Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Inovia Healthcare Import Export Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,1.0,"14480780241,HU 14480780",Cook Medical Hungary Kft.,33140000-3,Nem,Igen,Nem,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Cook Medical Hungary Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-24,3.0,"14772423241,HU14772423",Premier G. Med Cardio Kft.,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Premier G. Med Cardio Kft.,Kft.,-20 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-22,3.0,"10609882243,HU10609882",Novomed Kereskedelmi Kft.,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Novomed Kft.,Kft.,-22 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-22,9.0,"11883524213,HU11883524",Medlines Orvostechnikai Kereskedelmi És Szolgáltató Kft.,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Medlines Orvostechnikai Kft.,Kft.,-22 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,1.0,"10437216243,HU 10437216",Medtech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Medtech Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-24,2.0,"14772423241,HU14772423",Premier G. Med Cardio Kft.,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Premier G. Med Cardio Kft.,Kft.,-20 days
EKR001141892020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,3D lézerszkenner rendszer,Árubeszerzés,297169000.0,HUF,HU223,2021-07-30,2.0,"13978774241,HU13978774,01-09-882938",Delta Systems Korlátolt Felelősségű Társaság,38520000-6,Nem,Igen,Igen,2021-08-18,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Delta Systems Kft.,Kft.,-19 days
EKR001145502020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Haemodinamikai anyagok beszerzése 2020,Árubeszerzés,64889750.0,HUF,HU323,2021-04-22,2.0,"11883524213,HU11883524",Medlines Orvostechnikai Kereskedelmi És Szolgáltató Kft.,33140000-3,Nem,Igen,Igen,2021-05-11,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Medlines Orvostechnikai Kft.,Kft.,-19 days
EKR001145502020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Haemodinamikai anyagok beszerzése 2020,Árubeszerzés,64889750.0,HUF,HU323,2021-04-22,1.0,"14153589243,HU14153589",Vascular Venture Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-05-11,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Vascular Venture Kft.,Kft.,-19 days
EKR001145502020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Haemodinamikai anyagok beszerzése 2020,Árubeszerzés,64889750.0,HUF,HU323,2021-04-22,1.0,"25331484242,HU25331484",Cardiosolutions Kft.,33140000-3,Nem,Igen,Igen,2021-05-11,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Cardiosolutions Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,1.0,"14153589243,HU14153589",Vascular Venture Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Vascular Venture Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-23,2.0,"10661644243,HU10661644",Biotronik Hungária Kereskedelmi Kft.,33140000-3,Nem,Igen,Nem,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Biotronik Hungária Kft.,Kft.,-21 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-23,6.0,"10661644243,HU10661644",Biotronik Hungária Kereskedelmi Kft.,33140000-3,Nem,Igen,Nem,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Biotronik Hungária Kft.,Kft.,-21 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,6.0,"12004692243,HU12004692,01-09-366856",Sutura Képviseleti És Kereskedelmi Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Sutura Képviseleti És Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,3.0,"10437216243,HU 10437216",Medtech Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Medtech Kft.,Kft.,-19 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-22,4.0,"10609882243,HU10609882",Novomed Kereskedelmi Kft.,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Novomed Kft.,Kft.,-22 days
EKR001136072020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Angiográfiai fogyóanyagok beszerzése 2021,Árubeszerzés,63287174.0,HUF,HU323,2021-06-25,4.0,"14153589243,HU14153589",Vascular Venture Korlátolt Felelősségű Társaság,33140000-3,Nem,Igen,Igen,2021-07-14,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Vascular Venture Kft.,Kft.,-19 days
EKR001141892020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,3D lézerszkenner rendszer,Árubeszerzés,297169000.0,HUF,HU323,2021-07-30,2.0,"13978774241,HU13978774,01-09-882938",Delta Systems Korlátolt Felelősségű Társaság,38520000-6,Nem,Igen,Igen,2021-08-18,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Delta Systems Kft.,Kft.,-19 days
EKR001145502020,SzabolcsSzatmárBereg Megyei Kórházak És Egyetemi Oktatókórház,15813743215,U - Egyéb típus:,KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,SzSzBMK - Haemodinamikai anyagok beszerzése 2020,Árubeszerzés,64889750.0,HUF,HU323,2021-04-20,5.0,"10609882243,HU10609882",Novomed Kereskedelmi Kft.,33140000-3,Nem,Igen,Igen,2021-05-11,Nem,Nem,Igen,Szabolcsszatmárbereg Megyei Kórházak És Egyetemi Oktatókórház,,Novomed Kft.,Kft.,-21 days
EKR001146772020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-961_DE KK és KEK gyógyszerbeszerzés I.,Árubeszerzés,79894700.0,HUF,HU321,2021-04-06,1.0,"10736687241,HU 10736687","Fresenius Kabi Hungary Vegy, Gyógyszeripari És Kereskedelmi Korlátolt Felelősségű Társaság.",33000000-0,Nem,Igen,Igen,2021-04-18,Nem,Nem,Igen,Debreceni Egyetem,,"Fresenius Kabi Hungary Vegy, Gyógyszeripari És Korlátolt Felelősséű Társaságkft",Kft.,-12 days
EKR001146772020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-961_DE KK és KEK gyógyszerbeszerzés I.,Árubeszerzés,79894700.0,HUF,HU321,2021-04-06,1.0,"10318353209,HU10318353",Teva Gyógyszergyár Zártkörűen Működő Részvénytársaság,33000000-0,Nem,Igen,Nem,2021-04-18,Nem,Nem,Igen,Debreceni Egyetem,,Teva Gyógyszergyár Zrt.,Zrt.,-12 days
EKR001149382020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-964_DE KK és KEK gyógyszerbeszerzés IV.,Árubeszerzés,93330432.0,HUF,HU321,2021-04-06,3.0,"10318353209,HU10318353",Teva Gyógyszergyár Zártkörűen Működő Részvénytársaság,33000000-0,Nem,Igen,Nem,2021-04-22,Nem,Nem,Igen,Debreceni Egyetem,,Teva Gyógyszergyár Zrt.,Zrt.,-16 days
EKR001149382020,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Nyílt eljárás,DEK-964_DE KK és KEK gyógyszerbeszerzés IV.,Árubeszerzés,93330432.0,HUF,HU321,2021-04-06,1.0,"10938164213,HU10938164,13-09-095141",Biotest Hungaria Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,33000000-0,Nem,Igen,Igen,2021-04-22,Nem,Nem,Igen,Debreceni Egyetem,,Biotest Hungaria Kft.,Kft.,-16 days
EKR001153312020,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,Utánfeszítések és alkatrészeik beszerzése,Árubeszerzés,35675000.0,HUF,HU110,2021-04-09,1.0,"10813267242,HU10813267",Vasútvillamosító Korlátolt Felelősségű Társaság,31682410-7,Nem,Igen,Igen,2021-04-25,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Vasútvillamosító Kft.,Kft.,-16 days
EKR001153622020,Máv Magyar Államvasutak Zártkörűen Működő Részvénytársaság,10856417244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,TM&XJ egységek beszerzése,Árubeszerzés,144502800.0,HUF,HU110,2021-04-23,1.0,14006016242,Gtkb Ganz Transelektro Közlekedési Berendezéseket Gyártó Kft.,34632000-6,Nem,Igen,Igen,2021-05-02,Igen,Nem,Igen,Máv Magyar Államvasutak Zrt.,Zrt.,Gtkb Ganz Transelektro Közlekedési Berendezéseket Gyártó Kft.,Kft.,-9 days
EKR000593582018,Szegedi Tudományegyetem,EKRSZ_95571285,U - Egyéb típus:,KL - Oktatás,Uniós eljárásrend,Dinamikus beszerzési rendszer létrehozása,"Vegysz,labeszk,taptalojok besz GINOP 00101",Árubeszerzés,20028634.0,HUF,HU33,2020-01-15,9.0,11838658242,Biolab Diagnosztikai Laboratórium Zrt.,33696500-0,Igen,Igen,Igen,2020-02-02,Nem,Nem,Igen,Szegedi Tudományegyetem,,Biolab Diagnosztikai Zrt.,Zrt.,-18 days
