Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU221,2022-05-04,5.0,14904134244,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Colas Út Építőipari Zrt.,Zrt.,-71 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU221,2022-05-03,5.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-72 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU221,2022-05-12,5.0,14300327244,Swietelsky Magyarország Korlátolt Felelősségű Társaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Swietelsky Magyarország Kft.,Kft.,-63 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU312,2022-05-19,4.0,14904134244,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Colas Út Építőipari Zrt.,Zrt.,-56 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU233,2022-04-19,3.0,13125811244,Euroaszfalt Építő És Szolgáltató Korlátolt Felelősségű Társaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Euroaszfalt Építő És Kft.,Kft.,-86 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU233,2022-05-09,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Igen,Igen,Igen,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-66 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU231,2022-05-31,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Igen,Igen,Igen,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-44 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU233,2022-05-13,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Igen,Igen,Igen,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-62 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU231,2022-05-27,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-48 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU233,2022-05-20,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Igen,Igen,Igen,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-55 days
EKR001313592020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Lokális burkolatjavítási munkák megrendelése,Építési beruházás,297775000.0,HUF,HU120|HU321|HU323|HU311|HU312,2020-12-31,4.0,"23721250243,HU23721250","Reaszfalt Építőipari, Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság",45233142-6,Nem,Igen,Igen,2021-01-11,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Reaszfalt Építőipari Kft.,Kft.,-11 days
EKR001315792020,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Csaló közi nyugdíjasház és Continental Aréna fejl.,Építési beruházás,169648200.0,HUF,HU323,2021-02-26,2.0,23403947215,Capricolors Építőipari És Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-03-07,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Capricolors Építőipari És Kft.,Kft.,-9 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU211,2022-04-22,5.0,28733232403,Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-83 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU231,2022-05-18,3.0,11705053444,Strabag Általános Építő Korlátolt Felelősségű Társaság,45233140-2,Igen,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-57 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU231,2022-04-06,3.0,10642166203,"Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45233140-2,Igen,Igen,Igen,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-99 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,23353829806.0,HUF,HU322,2022-06-17,5.0,28733232403,Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Nem,Igen,Nem,2022-07-14,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-27 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,1662002429.0,HUF,HU311,2022-09-22,4.0,14904134244,Colas Út Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Igen,Igen,Nem,2022-10-10,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Colas Út Építőipari Zrt.,Zrt.,-18 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,1662002429.0,HUF,HU323,2022-07-18,5.0,12523326215,Zemplénkő KeletMagyarországi Építőipari Fővállalkozó És Bányászati Korlátolt Felelősségű Társaság,45233140-2,Igen,Igen,Igen,2022-10-10,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Zemplénkő Keletmagyarországi Építőipari Fővállalkozó És Bányászati Kft.,Kft.,-84 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,1662002429.0,HUF,HU323,2022-07-18,5.0,11876566215,KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Igen,Igen,Igen,2022-10-10,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kevíz 21 Építőipari Zrt.,Zrt.,-84 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,1662002429.0,HUF,HU323,2022-07-22,5.0,11876566215,KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233140-2,Igen,Igen,Igen,2022-10-10,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Kevíz 21 Építőipari Zrt.,Zrt.,-80 days
EKR001303722020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,EKRSZ_35618302,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Országos közúthálózat felújítási munkái 2021–2025,Építési beruházás,1662002429.0,HUF,HU323,2022-07-22,5.0,28733232403,Duna Aszfalt Út És Mélyépítő Zártkörűen Működő Részvénytársaság,45233140-2,Igen,Igen,Nem,2022-10-10,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Zrt.,-80 days
EKR001317372020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,ELTE MÁSZ – Felújítás II. ütem,Építési beruházás,6153839784.0,HUF,HU110,2021-09-02,3.0,"11266101244,HU11266101",ÉpítőÉs Épületkarbantartó Zártkörűen Működő Részvénytársaság,45453100-8,Nem,Igen,Nem,2021-09-14,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Építőés Épületkarbantartó Zrt.,Zrt.,-12 days
EKR001328862020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Biatorbágy Szakgimnázium terv. és kivitelezése (2),Építési beruházás,11603566919.0,HUF,HU120,2021-05-11,2.0,"25308673207,HU25308673.",FejérB.Á.L. Építő És Szolgáltató Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2021-05-24,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Fejérb.Á.L. Építő És Zrt.,Zrt.,-13 days
EKR001358102020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kézilabda Munkacsarnok építése Debrecenben,Építési beruházás,1124000000.0,HUF,HU321,2021-11-08,9.0,"22634812209,HU22634812",Magyar Mélyépítő Építőipari És Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Nem,Igen,Igen,2021-11-10,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Magyar Mélyépítő Építőipari És Kft.,Kft.,-2 days
EKR001352982020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Gáborjáni Szabó Kálmán u. Bölcsőde felújítása3.,Építési beruházás,226724640.0,HUF,HU321,2021-06-16,4.0,"23763973209,HU23763973",HajdúEnergia Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-06-27,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Hajdúenergia Kft.,Kft.,-11 days
EKR001355042020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kézilabda munkacsarnok kivitelezése Hévízen,Építési beruházás,898982911.0,HUF,HU223,2021-08-27,3.0,11788821207,"Peszter Ingatlanforgalmazási, Építőipari És Kereskedelmi Korlátolt Felelősségű Társaság",45000000-7,Nem,Igen,Igen,2021-09-02,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,"Peszter Ingatlanforgalmazási, Építőipari És Kft.",Kft.,-6 days
EKR001355732020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kézilabda munkacsarnok kivitelezése Vecsésen,Építési beruházás,1060365490.0,HUF,HU120,2021-08-27,9.0,11788821207,"Peszter Ingatlanforgalmazási, Építőipari És Kereskedelmi Korlátolt Felelősségű Társaság",45000000-7,Nem,Igen,Igen,2021-09-02,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,"Peszter Ingatlanforgalmazási, Építőipari És Kft.",Kft.,-6 days
EKR001362992020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"Finisher, henger és aszfaltmaró bérlése kezelővel",Építési beruházás,700000000.0,HUF,HU313|HU312|HU311|HU323|HU321,2021-04-12,3.0,"12943968410,HU17780742,10-09-025240",Dynamic Út Szállítási Korlátolt Felelősségű Társaság,45500000-2,Nem,Igen,Igen,2021-04-19,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Dynamic Út Szállítási Kft.,Kft.,-7 days
EKR001362992020,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"Finisher, henger és aszfaltmaró bérlése kezelővel",Építési beruházás,700000000.0,HUF,HU332|HU333|HU331|HU322,2021-04-12,4.0,"12943968410,HU17780742,10-09-025240",Dynamic Út Szállítási Korlátolt Felelősségű Társaság,45500000-2,Nem,Igen,Igen,2021-04-19,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Dynamic Út Szállítási Kft.,Kft.,-7 days
EKR001373792020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),EBP-Vasútegészségügyi Bp. EÜ Központ felújítása,Építési beruházás,1093186750.0,HUF,HU110,2021-11-19,8.0,"13240567242,HU13240567",Eb Hungary Invest Kft.,45000000-7,Nem,Igen,Igen,2021-11-24,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Eb Hungary Invest Kft.,Kft.,-5 days
EKR001366392020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Hirdetmény közzététele nélküli tárgyalásos eljárás,Debreceni Főnix Csarnok korszerűsítés,Építési beruházás,1899998980.0,HUF,HU321,2021-01-29,1.0,"12656770209,HU12656770",Hunép Építőipari Zártkörűen Működő Részvénytársaság,45453100-8,Nem,Igen,Nem,2021-02-08,Nem,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Hunép Építőipari Zrt.,Zrt.,-10 days
EKR001368662020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Ipari parkok, nyugati városrész út-és közműépítés",Építési beruházás,1498873079.0,HUF,HU321,2021-12-09,3.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45233228-3,Igen,Igen,Igen,2021-12-28,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Kevíz 21 Építőipari Zrt.,Zrt.,-19 days
EKR001368662020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Ipari parkok, nyugati városrész út-és közműépítés",Építési beruházás,1498873079.0,HUF,HU321,2021-12-09,3.0,"12523326215,HU12523326",Zemplénkő KeletMagyarországi Építőipari Fővállalkozó És Bányászati Korlátolt Felelősségű Társaság,45233228-3,Igen,Igen,Igen,2021-12-28,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Zemplénkő Keletmagyarországi Építőipari Fővállalkozó És Bányászati Kft.,Kft.,-19 days
EKR001368662020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Ipari parkok, nyugati városrész út-és közműépítés",Építési beruházás,1498873079.0,HUF,HU321,2021-12-09,3.0,"12110508209,HU12110508",Debreceni Mélyépítő Holding Fővállalkozó És Tanácsadó Korlátolt Felelősségű Társaság,45233228-3,Igen,Igen,Igen,2021-12-28,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Debreceni Mélyépítő Holding Fővállalkozó És Tanácsadó Kft.,Kft.,-19 days
EKR001373482020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Bács-Kiskun Megyei Kórház PÓLUS II. kivitelezése,Építési beruházás,13404300000.0,HUF,HU331,2022-02-07,3.0,"23037108203,HU23037108,03-10-100434",Horváth Építőmester Építőipari Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Igen,2022-02-14,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Horváth Építőmester Építőipari Zrt.,Zrt.,-7 days
EKR001373482020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Bács-Kiskun Megyei Kórház PÓLUS II. kivitelezése,Építési beruházás,13404300000.0,HUF,HU331,2022-02-07,3.0,"26378837203,HU26378837",Portula Építőipari Korlátolt Felelősségű Társaság,45000000-7,Nem,Igen,Igen,2022-02-14,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Portula Építőipari Kft.,Kft.,-7 days
EKR000614902018,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KO - Villamos energia,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Gyalogos-átkelőhelyek szabványos megvilágításának kiépítése és közvilágítási hálózat fejlesztése,Építési beruházás,53912658.0,HUF,HU110,2018-11-21,2.0,12062515213,MátraPhone Szolgáltató És Kereskedelmi Kft.,45315300-1,Nem,Igen,Nem,2018-12-06,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Mátraphone Kft.,Kft.,-15 days
EKR001389232020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Szt István K. Zeneisk. és Szakgimn. felújítása,Építési beruházás,2428002667.0,HUF,HU110,2021-11-26,4.0,"13240567242,HU13240567",Eb Hungary Invest Kft.,45000000-7,Nem,Igen,Igen,2021-12-16,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Eb Hungary Invest Kft.,Kft.,-20 days
EKR001383632020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Nyírbátori Báthori István Múzeum felújítása,Építési beruházás,1277777464.0,HUF,HU323,2021-11-25,3.0,"14400276243,HU14400276",Pesti Építő Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Igen,2021-12-06,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Pesti Építő Zrt.,Zrt.,-11 days
EKR001383632020,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Nyírbátori Báthori István Múzeum felújítása,Építési beruházás,1277777464.0,HUF,HU323,2021-11-25,3.0,"25732902209,HU25732902.",Bihar Generál Építő Korlátolt Felelősségű Társaság,45000000-7,Nem,Igen,Igen,2021-12-06,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Bihar Generál Építő Kft.,Kft.,-11 days
EKR001391752020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi iroda/hivatal,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,FSZI Intézmény fejlesztése 2. eljárás,Építési beruházás,236499763.0,HUF,HU321,2021-09-20,3.0,25581311209,Blaumaler Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-09-30,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Blaumaler Kft.,Kft.,-10 days
EKR001396012020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,A Tócóskert gazdaságélénkítő környezeti megújítása,Építési beruházás,513886221.0,HUF,HU321,2021-10-26,6.0,"23156164215,hu23156164",MagyarParképítő Kft.,45112700-2,Igen,Igen,Igen,2021-11-17,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Magyarparképítő Kft.,Kft.,-22 days
EKR001396702020,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,„Kismacsra vezető kerékpárút kialakítása”,Építési beruházás,292415000.0,HUF,HU321,2021-10-15,13.0,"25918454209,HU25918454",Vajda Mélyépítő Korlátolt Felelősségű Társaság,45233162-2,Igen,Igen,Igen,2021-10-25,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Vajda Mélyépítő Kft.,Kft.,-10 days
