Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő
EKR000629652021,Magyar Földgáztároló Zártkörűen Működő Részvénytársaság,12543317244,,KO - Egyéb tevékenység:,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Felszín feletti karbantartás 3 évre-2021,Szolgáltatás megrendelés,976746261.0,HUF,HU331,2022-09-28,1.0,,Vabeko Műszaki Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,76100000-4,Nem,Igen,Igen,2022-10-19,Igen,Nem,Igen,Magyar Földgáztároló Zrt.,Zrt.,Vabeko Műszaki Kft.,Kft.,-21 days
EKR000636502021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"M9-es út, 51. és 54. sz. útszakasz előkészítése",Szolgáltatás megrendelés,62350000.0,HUF,HU11,2021-09-16,3.0,"10867156243,HU10867156","Uvaterv Út, Vasúttervező Zrt.",71320000-7,Nem,Igen,Igen,2021-09-27,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,"Uvaterv Út, Vasúttervező Zrt.",Zrt.,-11 days
EKR000636502021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"M9-es út, 51. és 54. sz. útszakasz előkészítése",Szolgáltatás megrendelés,62350000.0,HUF,HU11,2021-09-16,3.0,"10554885243,HU10554885",Utiber Közúti Beruházó Kft,71320000-7,Nem,Igen,Igen,2021-09-27,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Utiber Közúti Beruházó Kft.,Kft.,-11 days
EKR000636502021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,"M9-es út, 51. és 54. sz. útszakasz előkészítése",Szolgáltatás megrendelés,62350000.0,HUF,HU11,2021-09-16,3.0,"13099581220,HU13099581",Pannonway Építő Kft.,71320000-7,Nem,Igen,Igen,2021-09-27,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Pannonway Építő Kft.,Kft.,-11 days
EKR000646132021,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,TALGO padlóalatti kerékpáreszterga karbantartása,Szolgáltatás megrendelés,142639208.0,HUF,HU11,2021-09-06,1.0,"10318133213,HU10318133",Szikametró89 Kft.,51540000-9,Nem,Igen,Igen,2021-09-14,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Szikametró89 Kft.,Kft.,-8 days
EKR000657312021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Tervezés – 71.sz. főút, B.füred, Germering cs.pont",Szolgáltatás megrendelés,280000000.0,HUF,HU110,2021-12-20,5.0,"13842217241,HU13842217",Főmterv Mérnöki Tervező Zrt.,71320000-7,Nem,Igen,Nem,2022-01-03,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Főmterv Mérnöki Tervező Zrt.,Zrt.,-14 days
EKR000666392021,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Vagyonértékelési tevékenység ellátása,Szolgáltatás megrendelés,16800000.0,HUF,HU110,2021-07-21,2.0,"23343465244,HU23343465",Pricewaterhousecoopers Magyarország Kft.,79419000-4,Nem,Igen,Nem,2021-07-27,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Pricewaterhousecoopers Magyarország Kft.,Kft.,-6 days
EKR000901422021,MávStart Vasúti Személyszállító Zrt.,13834492244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Kárfedezeti felelősségbiztosítás - Tram Train,Szolgáltatás megrendelés,79806601.0,HUF,HU,2022-05-24,1.0,"10337587444,HU17780089",Allianz Hungária Zrt.,66516000-0,Nem,Igen,Nem,2022-06-02,Igen,Nem,Igen,Mávstart Vasúti Személyszállító Zrt.,Zrt.,Allianz Hungária Zrt.,Zrt.,-9 days
EKR000676302021,Innovációs És Technológiai Minisztérium,15764412241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Munkavédelmi tanulmányok elkészítése 8 részben,Szolgáltatás megrendelés,19459000.0,HUF,HU,2022-02-24,2.0,23686850213,Enrawell Consulting Korlátolt Felelősségű Társaság,79315000-5,Igen,Igen,Igen,2022-03-10,Igen,Nem,Igen,Innovációs És Technológiai Minisztérium,,Enrawell Consulting Kft.,Kft.,-14 days
EKR000689162021,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"ITM komplex kommunikáció, rendezvényszervezés /298",Szolgáltatás megrendelés,806115614.0,HUF,HU,2022-02-07,2.0,"13354921243,HU13354921",Roxer Kommunikációs Ügynökség Kft.,79342200-5,Igen,Igen,Igen,2022-02-17,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Roxer Kommunikációs Ügynökség Kft.,Kft.,-10 days
EKR000692232021,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Takarítási szolgáltatás (2021),Szolgáltatás megrendelés,13426442344.0,HUF,HU110,2022-04-29,6.0,"12862865242,HU12862865","BigHause Építőipari, Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság",90910000-9,Nem,Igen,Igen,2022-05-12,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Bighause Építőipari Kft.,Kft.,-13 days
EKR000692232021,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Hirdetménnyel induló tárgyalásos eljárás,Takarítási szolgáltatás (2021),Szolgáltatás megrendelés,13426442344.0,HUF,HU110,2022-04-29,6.0,"23480874205,HU23480874","BN Referencia Ipari, Kereskedelmi És Szolgáltató Zrt.",90910000-9,Nem,Igen,Nem,2022-05-12,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Bn Referencia Ipari Zrt.,Zrt.,-13 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,351406336.0,HUF,HU,2021-10-15,3.0,"13754448202,HU13754448",Lafarge Cement Magyarország Gyártó És Kereskedelmi Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2021-11-14,Igen,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Lafarge Cement Magyarország Gyártó És Kft.,Kft.,-30 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,351406336.0,HUF,HU,2021-10-15,3.0,14283497209,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2021-11-14,Igen,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-30 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,20779306.0,HUF,HU,2022-01-21,1.0,,DunaDráva Cement Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-04-18,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Dunadráva Cement Kft.,Kft.,-87 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,20779306.0,HUF,HU,2022-01-21,1.0,,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-04-18,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-87 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,22971700.0,HUF,HU,2022-03-23,1.0,,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-07-17,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-116 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,22971700.0,HUF,HU,2022-03-23,1.0,,DunaDráva Cement Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-07-17,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Dunadráva Cement Kft.,Kft.,-116 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,22971700.0,HUF,HU,2022-04-21,1.0,,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-07-17,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-87 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,22971700.0,HUF,HU,2022-04-21,1.0,,DunaDráva Cement Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-07-17,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Dunadráva Cement Kft.,Kft.,-87 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,22971700.0,HUF,HU,2022-05-23,1.0,,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-07-17,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-55 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,12305600.0,HUF,HU,2022-07-01,1.0,,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-10-10,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-101 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,12305600.0,HUF,HU,2022-07-01,1.0,,DunaDráva Cement Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-10-10,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Dunadráva Cement Kft.,Kft.,-101 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,12305600.0,HUF,HU,2022-07-21,1.0,,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-10-10,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-81 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,12305600.0,HUF,HU,2022-07-21,1.0,,DunaDráva Cement Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-10-10,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Dunadráva Cement Kft.,Kft.,-81 days
EKR000698832021,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Online és Médiaügynökségi feladatok külföldön,Szolgáltatás megrendelés,980000000.0,HUF,RO|CZ|AT|DE|FR|NL|HR|PL|SK,2021-10-15,2.0,"22715544241,HU22715544",Lounge Design Szolgáltató Korlátolt Felelősségű Társaság,79340000-9,Igen,Igen,Igen,2021-10-28,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,Lounge Design Kft.,Kft.,-13 days
EKR000698832021,Nemzeti Kommunikációs Hivatal,15827186241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Online és Médiaügynökségi feladatok külföldön,Szolgáltatás megrendelés,980000000.0,HUF,RO|CZ|AT|DE|FR|NL|HR|PL|SK,2021-10-15,2.0,"24670827244,HU24670827","New Land Media Reklám, Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság",79340000-9,Igen,Igen,Igen,2021-10-28,Igen,Nem,Igen,Nemzeti Kommunikációs Hivatal,,New Land Media Reklám Kft.,Kft.,-13 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,351406336.0,HUF,HU,2021-10-15,2.0,"10324602244,HU10324602",DunaDráva Cement Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2021-11-14,Igen,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Dunadráva Cement Kft.,Kft.,-30 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,351406336.0,HUF,HU,2021-10-15,2.0,"13754448202,HU13754448",Lafarge Cement Magyarország Gyártó És Kereskedelmi Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2021-11-14,Igen,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Lafarge Cement Magyarország Gyártó És Kft.,Kft.,-30 days
EKR000705392021,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zártkörűen Működő Részvénytársaság,25456790244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,RDF UA hasznosítás (2021/2022),Szolgáltatás megrendelés,12305600.0,HUF,HU,2022-08-22,1.0,,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Nem,2022-10-10,Nem,Nem,Igen,Nhkv Nemzeti Hulladékgazdálkodási Koordináló És Vagyonkezelő Zrt.,Zrt.,Nhsz Polgári Termikus Hulladékhasznosító Erőmű Kft.,Kft.,-49 days
EKR000707422021,Innovációs És Technológiai Minisztérium,15764412241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Munkaügyi témájú tanulmányok elkészítése 3 részben,Szolgáltatás megrendelés,12640000.0,HUF,HU,2022-03-10,4.0,"12951501241,HU12951501",Ex Ante Tanácsadó Iroda Korlátolt Felelősségű Társaság,79315000-5,Igen,Igen,Igen,2022-03-28,Igen,Nem,Igen,Innovációs És Technológiai Minisztérium,,Ex Ante Tanácsadó Iroda Kft.,Kft.,-18 days
EKR000707422021,Innovációs És Technológiai Minisztérium,15764412241,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Munkaügyi témájú tanulmányok elkészítése 3 részben,Szolgáltatás megrendelés,12640000.0,HUF,HU,2022-03-10,3.0,"12951501241,HU12951501",Ex Ante Tanácsadó Iroda Korlátolt Felelősségű Társaság,79315000-5,Igen,Igen,Igen,2022-03-28,Igen,Nem,Igen,Innovációs És Technológiai Minisztérium,,Ex Ante Tanácsadó Iroda Kft.,Kft.,-18 days
EKR000720432021,Magyar Nemzeti Bank,10011953244,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Kommunikációs tevékenységhez kapcsolódó feladatok,Szolgáltatás megrendelés,3000000000.0,HUF,HU110,2021-10-04,2.0,24927356241,Frank Digital Kommunikációs Tanácsadó És Szolgáltató Korlátolt Felelősségű Társaság,79341000-6,Nem,Igen,Igen,2021-10-17,Igen,Nem,Igen,Magyar Nemzeti Bank,,Frank Digital Kommunikációs Tanácsadó És Kft.,Kft.,-13 days
EKR000726722021,MávStart Vasúti Személyszállító Zrt.,13834492244,,KO - Vasúti szolgáltatások,Uniós eljárásrend,Nyílt eljárás,T211 típusú hajtóművek felújítása,Szolgáltatás megrendelés,923708868.0,HUF,HU322,2022-04-07,1.0,"10882018213,HU 10882018",Voith Turbo Kereskedelmi Kft,50220000-3,Nem,Igen,Nem,2022-04-15,Nem,Nem,Igen,Mávstart Vasúti Személyszállító Zrt.,Zrt.,Voith Turbo Kft.,Kft.,-8 days
EKR000732882021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Körny.védelmi előkészítő tev-ek NSV nagyseb. vasút,Szolgáltatás megrendelés,1890000000.0,HUF,HU11,2022-03-16,2.0,"12308161203,HU 12308161",Viköti Mérnök Iroda Kft,71300000-1,Igen,Igen,Igen,2022-04-08,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Viköti Mérnök Iroda Kft.,Kft.,-23 days
EKR000732882021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Körny.védelmi előkészítő tev-ek NSV nagyseb. vasút,Szolgáltatás megrendelés,1890000000.0,HUF,HU11,2022-03-16,2.0,"11861689241,HU11861689",Trenecon Tanácsadó És Tervező Kft.,71300000-1,Igen,Igen,Igen,2022-04-08,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Trenecon Tanácsadó És Tervező Kft.,Kft.,-23 days
EKR000779072021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Szentes,Kurca-híd és kapcs. lét.-einek tervezése",Szolgáltatás megrendelés,78000000.0,HUF,HU110,2021-12-10,5.0,10466267241,Pro Urbe Mérnöki És Városrendezési Kft,71320000-7,Nem,Igen,Igen,2021-12-19,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Pro Urbe Mérnöki És Városrendezési Kft.,Kft.,-9 days
EKR000756442021,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,"Különféle villamos vezérlőkártya, panel javítás",Szolgáltatás megrendelés,683287200.0,HUF,HU11,2021-09-07,1.0,"12027105242,HU12027105",Ventus953 Kereskedelmi És Műszeripari Kft.,50116100-2,Nem,Igen,Igen,2021-09-19,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Ventus953 És Műszeripari Kft.,Kft.,-12 days
EKR000757542021,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Uniós eljárásrend,Nyílt eljárás,"AM elekt.kártyák,készülékek,médiavezérlők javítása",Szolgáltatás megrendelés,128863600.0,HUF,HU110,2021-10-15,1.0,12248885243,Budaker Kereskedelmi Gyártó És Szolgáltató Korlátolt Felelősségű Társaság,50116100-2,Nem,Igen,Igen,2021-11-01,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Budaker Gyártó És Kft.,Kft.,-17 days
EKR000773922021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Keretszerződéshulladék elszállítására, kezelésére",Szolgáltatás megrendelés,150000000.0,HUF,HU322|HU11|HU12|HU313|HU312,2021-12-03,2.0,"24099970213,HU24099970",Green Collect Korlátolt Felelősségű Társaság,90500000-2,Nem,Igen,Igen,2022-01-07,Nem,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Green Collect Kft.,Kft.,-35 days
EKR000773922021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Keretszerződéshulladék elszállítására, kezelésére",Szolgáltatás megrendelés,150000000.0,HUF,HU331|HU333|HU332,2021-12-03,2.0,"11095347243,HU11095347",Multigrade Környezetvédelmi Kereskedelmi És Szolgáltató Kft.,90500000-2,Nem,Igen,Igen,2022-01-07,Nem,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Multigrade Környezetvédelmi Kft.,Kft.,-35 days
EKR000773922021,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Keretszerződéshulladék elszállítására, kezelésére",Szolgáltatás megrendelés,150000000.0,HUF,HU223|HU231|HU233|HU232,2021-12-03,2.0,"11095347243,HU11095347",Multigrade Környezetvédelmi Kereskedelmi És Szolgáltató Kft.,90500000-2,Nem,Igen,Igen,2022-01-07,Nem,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Multigrade Környezetvédelmi Kft.,Kft.,-35 days
